A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,Stage,Interval
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,968,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,1023,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,888,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,1018,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,954,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,976,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,680,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,828,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,1023,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,602,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,867,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,898,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,4.07,1.57,0.79,0.86,0.00,975,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,919,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,745,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,932,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,991,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,920,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,937,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,925,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,880,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,863,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,1023,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,798,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,895,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,833,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,852,Draining, 3
5.98,64.65,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,692,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,948,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,735,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,883,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,671,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,880,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,967,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,948,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,965,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,778,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,937,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,900,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,808,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,735,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,936,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,1023,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,884,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,941,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,850,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,588,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,892,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,842,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,842,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,898,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,1023,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,4.07,1.57,0.79,0.86,0.00,799,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,542,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,4.07,1.57,0.79,0.86,0.00,728,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,796,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,936,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,871,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,855,Draining, 3
5.98,64.65,58.94,9.37,12.92,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,750,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,824,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,9.68,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,786,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,9.68,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,821,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,857,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,1022,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,870,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,768,Draining, 3
5.98,63.67,59.91,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,949,Draining, 3
5.98,63.67,59.91,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,879,Draining, 3
5.98,63.67,59.91,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,1023,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,943,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,940,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,741,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,795,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,940,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,991,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,4.07,1.57,0.79,0.86,0.00,1023,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,832,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,932,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,944,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,4.07,1.57,0.79,0.86,0.00,940,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,801,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,840,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,867,Draining, 3
5.98,63.67,58.94,9.37,12.92,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,825,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,4.07,1.57,0.79,0.86,0.00,877,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,857,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,1023,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,4.07,1.57,0.79,0.86,0.00,763,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,920,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,912,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,736,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,543,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,783,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,952,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,825,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,738,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,965,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,792,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,882,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,881,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,806,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,4.07,1.57,0.79,0.86,0.00,937,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,4.07,1.57,0.79,0.86,0.00,670,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,988,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,829,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,759,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,784,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,805,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,962,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,692,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,927,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,808,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,895,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.00,14.42,3.05,1.57,0.79,0.86,0.00,1023,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,932,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,1023,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.00,15.53,4.07,1.57,0.79,0.86,0.00,932,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,14.42,3.05,1.57,0.79,0.86,0.00,804,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,862,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,681,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,957,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,736,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.17,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,1012,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,4.07,1.57,0.79,0.86,0.00,800,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,4.07,1.57,0.79,0.86,0.00,791,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,569,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,703,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,957,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,1023,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,621,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,798,Draining, 3
5.98,64.65,58.94,9.37,13.68,21.31,10.25,12.73,5.86,0.89,0.65,0.98,15.53,4.07,1.57,0.79,0.86,0.00,909,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,945,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,1023,Draining, 3
5.98,63.67,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,1023,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,948,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,4.07,1.57,0.79,0.86,0.00,684,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,4.07,1.57,0.79,0.86,0.00,792,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,4.07,1.57,0.79,0.86,0.00,944,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,4.07,1.57,0.79,0.86,0.00,812,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,3.05,1.57,0.79,0.86,0.00,838,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,4.07,1.57,0.79,0.86,0.00,940,Draining, 3
5.98,64.65,59.91,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,15.53,4.07,1.57,0.79,0.86,0.00,800,Draining, 3
5.98,64.65,59.91,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,16.64,4.07,1.57,0.79,0.86,0.00,950,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,16.64,3.05,1.57,0.79,0.86,0.00,735,Draining, 3
5.98,64.65,58.94,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.00,16.64,4.07,1.57,0.79,0.86,0.00,771,Draining, 3
5.98,64.65,59.91,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,16.64,3.05,1.57,0.79,0.86,0.00,706,Draining, 3
5.98,64.65,59.91,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,16.64,4.07,1.57,0.79,0.86,0.00,791,Draining, 3
5.98,64.65,59.91,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.00,16.64,4.07,1.57,0.79,0.86,0.00,904,Draining, 3
5.98,64.65,59.91,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,16.64,4.07,1.57,0.79,0.86,0.00,936,Draining, 3
5.98,64.65,59.91,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.00,16.64,4.07,1.57,0.79,0.86,0.00,917,Draining, 3
5.98,64.65,59.91,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,16.64,4.07,1.57,0.79,0.86,0.00,954,Draining, 3
5.98,64.65,59.91,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,17.75,4.07,1.57,0.79,0.86,0.00,903,Draining, 3
5.98,64.65,59.91,9.37,13.68,20.60,10.25,12.73,5.86,0.89,0.65,0.98,17.75,4.07,1.57,0.79,0.86,0.00,752,Draining, 3
